#Cada linea representa un libro, la ultima columna es la etiqueta, el resto son features
#F-10003.txt
2875,68880,4.35746225319,19701.0,0.286019163763,0.00010162601626,0.000116144018583,26.872,0.00104347826087,458.0,1390.0,0.329496402878,0.000900116144019,0
#F-10021-8.txt
4829,63603,3.85579296574,15050.0,0.236624058614,0.00385201955883,0.00397779978932,14.789604473,0.0,1540.0,1760.0,0.875,0.00125780230492,0
#F-10021.txt
4829,63600,3.85592767296,15057.0,0.236745283019,0.00385220125786,0.00397798742138,14.7883619797,0.0,1540.0,1760.0,0.875,0.00125786163522,0
#F-10025-8.txt
5929,84405,3.67984124163,19048.0,0.225673834488,0.00281973816717,0.00594751495764,16.1457244055,0.000505987518975,1727.0,1167.0,1.47986289632,0.00182453646111,0
#F-10025.txt
5929,84401,3.68001563963,19058.0,0.225803011813,0.00281987180247,0.00594779682705,16.1443751054,0.000505987518975,1727.0,1167.0,1.47986289632,0.00182462293101,0
#F-10037-8.txt
5117,77634,3.94771620682,18193.0,0.234343200144,0.00253754798155,0.00412190535075,16.7400820793,0.000586281024038,1512.0,1905.0,0.793700787402,0.00173892881985,0
#F-10037.txt
5117,77630,3.94785521061,18197.0,0.234406801494,0.00253767873245,0.00412211773799,16.7385186633,0.000586281024038,1512.0,1905.0,0.793700787402,0.00173901842071,0
#F-10038-8.txt
12219,180049,3.83899382946,40810.0,0.226660520192,0.00197723952924,0.0030547239918,16.4463540388,0.000245519273263,822.0,4955.0,0.165893037336,0.000683147365439,0
#F-10038.txt
12219,180044,3.83908933372,40998.0,0.227711003977,0.00197729443914,0.00305480882451,16.445617481,0.000245519273263,822.0,4955.0,0.165893037336,0.000683166337118,0
#F-10048.txt
3442,53005,3.82075275917,12534.0,0.236468257712,0.00124516555042,0.00143382699745,17.0337013364,0.000871586287042,1156.0,483.0,2.3933747412,0.00028299217055,0
#F-10049.txt
1618,32917,3.99756964486,8138.0,0.247227876173,0.00246073457484,0.00261263177082,22.8121137206,0.00185414091471,1651.0,198.0,8.33838383838,0.00239997569645,0
#F-10050.txt
1413,31786,3.92477820424,7488.0,0.235575410558,0.00210784622161,0.00132133643743,24.8584571833,0.00212314225053,1221.0,474.0,2.57594936709,0.00179324230793,0
#F-10051.txt
2178,48116,3.96362956189,11312.0,0.23509851193,0.00272258708122,0.00226535871644,24.455922865,0.00137741046832,630.0,1076.0,0.585501858736,0.00145481752432,0
#F-10052-8.txt
2162,41593,3.91979419614,9985.0,0.240064433919,0.00235616570096,0.00221191065804,21.5888066605,0.00138760407031,259.0,921.0,0.28121606949,0.00120212535763,0
#F-10052.txt
2162,41589,3.92005097502,9985.0,0.240087523143,0.00235639231528,0.00221212339801,21.585106383,0.00138760407031,259.0,921.0,0.28121606949,0.00120224097718,0
#F-10059.txt
3448,59301,4.03187130065,14994.0,0.252845651844,0.000893745468036,0.000792566735805,18.9379350348,0.000870069605568,392.0,1088.0,0.360294117647,0.000337262440768,0
#F-10063.txt
1374,26447,4.18928422884,6774.0,0.256134911332,0.00181495065603,0.00143683593602,21.172489083,0.00218340611354,398.0,422.0,0.943127962085,0.00249555715204,0
#F-10072.txt
2638,71224,3.7800600921,12670.0,0.177889475458,0.0,0.0,30.7346474602,0.00113722517058,26.0,3.0,8.66666666667,0.0,0
#F-10080-8.txt
2242,43324,4.52315114025,12515.0,0.288869910442,0.0017542239867,0.000623211153171,21.5267618198,0.0,375.0,142.0,2.64084507042,0.00177730588127,0
#F-10080.txt
2242,43320,4.52393813481,12519.0,0.288988919668,0.00175438596491,0.000623268698061,21.5236396075,0.0,375.0,142.0,2.64084507042,0.00177746999077,0
#F-10083.txt
7312,124219,4.0268960465,30959.0,0.249229183941,0.00272905111134,0.00156175786313,18.7958150985,0.0,2136.0,2952.0,0.723577235772,0.000378364018387,0
#F-10087.txt
2129,40290,3.92683047903,9346.0,0.23196823033,0.0024075452966,0.00285430627947,21.0873649601,0.0,653.0,1247.0,0.523656776263,0.000570861255895,0
#F-10111-8.txt
4745,114778,4.15635400512,29501.0,0.257026607887,0.00133300806775,0.00168150690899,27.1060063224,0.0,1857.0,4401.0,0.421949556919,0.0031713394553,0
#F-10111.txt
4745,114770,4.15661758299,29501.0,0.25704452383,0.00133310098458,0.0016816241178,27.1036880927,0.0,1857.0,4401.0,0.421949556919,0.00317156051233,0
#F-10123.txt
4052,62178,3.91003248737,14002.0,0.225192190164,0.00096497153334,0.000932805815562,17.1135241856,0.0,1522.0,1307.0,1.16449885233,0.000755894367783,0
#F-10124-8.txt
3266,52062,4.02447082325,12519.0,0.240463293765,0.000749106834159,0.000557028158734,17.5793018983,0.0,532.0,1187.0,0.448188711036,0.000768314701702,0
#F-10124.txt
3266,52059,4.0246451142,12520.0,0.240496359899,0.000749150002881,0.000557060258553,17.5774647887,0.0,532.0,1187.0,0.448188711036,0.000768358977314,0
#F-10136-8.txt
